rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,duration_ms
40,spotify:track:6p6sG45DypURkhhXsVr6MN,"Anitta, DJ Luian, Mambo Kingz",Sin miedo,WM Brazil,40,-1,1,1353718,191362
41,spotify:track:2YHR2QhK6nWta7rbY1on6i,"Anitta, Chris Marshall",Tu y yo,WM Brazil,41,-1,1,1319288,206701
42,spotify:track:7nJJKm0R90xM1nGlxTHTme,Matheus & Kauan,"Cerveja, Sal E Limão - Ao Vivo",Universal Music Ltda.,22,35,14,1291406,201742
43,spotify:track:0ituhG5DzBFsBdp6ECz030,"Simone & Simaria, LUDMILLA",Qualidade De Vida - Ao Vivo,Universal Music Ltda.,8,38,13,1290819,154417
44,spotify:track:32lyOiqQrmCUICCcBfkBeG,"Anitta, Alesso",Get To Know Me,WM Brazil,44,-1,1,1286859,162139
45,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,7 rings,Republic Records,9,34,12,1268069,178626
46,spotify:track:4SBQSroThFQ98U29IwnJ2g,Gloria Groove,Coisa Boa,SB MUSIC,33,41,13,1247472,165600
47,spotify:track:6HtVFR6WAeJRgYtleNcEE8,Lexa,Só Depois do Carnaval,Som Livre,28,44,10,1233961,166666
48,spotify:track:5U28PY9MekLyCBYtLHGQpe,Melim,Meu Abrigo,Universal Music Ltda.,3,43,46,1229817,231474
49,spotify:track:7LPR6AdkOQR9WpEixCGNCk,"Lexa, MC Lan",Sapequinha,Som Livre,12,40,32,1191388,134106
50,spotify:track:28SWsF1IQxfc9bP5yua35K,"Lexa, Gloria Groove",Provocar,Som Livre,34,45,20,1189045,168138
51,spotify:track:3Hb9kUdm4yf839Fle4RIdT,"MC L da Vinte, MC Gury, DJ Swat",Parado no Bailão,Onerpm,1,25,28,1164411,171692
52,spotify:track:7rLegaz7zKB6EtDNzcslKE,"MC Kevin o Chris, DENNIS",Medley da Gaiola - DENNIS Remix,Sony Music Entertainment,4,39,32,1161140,239999
53,spotify:track:0kCqaybZgYcLYxzZymmBoc,Henrique & Juliano,"Quem Pegou, Pegou (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",7,37,33,1147499,184325
54,spotify:track:0H8CBal2Dcu5Yc001VotZN,IZA,Dona de mim,WM Brazil,26,47,28,1141643,208941
55,spotify:track:3m9zvjbilaBUMKNFcROBfF,Anitta,Juego,WM Brazil,55,-1,1,1130511,192324
56,spotify:track:3KkXRkHbMCARz0aVfEt68P,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Universal Records,56,71,22,1128745,158040
57,spotify:track:2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy,Darkroom/Interscope Records,30,30,2,1122869,194087
58,spotify:track:3L2uyIJoJPjYkSETVNSPBQ,Maiara & Maraisa,Não Abro Mão - Ao Vivo,Som Livre,44,46,10,1110541,180629
59,spotify:track:2GsvXMAz16fKroAmaCxLfL,"Anitta, Caetano Veloso",Você mentiu,WM Brazil,59,-1,1,1103917,179268
60,spotify:track:6NgwHmEgfQVIYQBq8QcWMi,"Diego & Victor Hugo, Marília Mendonça",Do Copo Eu Vim (feat. Marília Mendonça) - Ao Vivo em Brasília,Sony Music Entertainment,51,51,5,1072095,144071
61,spotify:track:7oe0Ix6qnvqZhK0zDzOPie,"Mano Walter, Claudia Leitte",Então Vem Cá - Ao Vivo,Som Livre,43,49,14,1056715,177280
62,spotify:track:1oQppEGTHYN53xfEaTz4ua,PEDRO SAMPAIO,VAI MENINA,WM Brazil,62,82,4,1049144,122435
63,spotify:track:4HTrlT5mmxPaZZKs4JSPeI,Mc Don Juan,To Gostando Tanto de Você,GR6 Music,33,48,19,1036056,158383
64,spotify:track:2dpaYNEQHiRxtZbfNsse99,"Marshmello, Bastille",Happier,Joytime Collective,43,50,34,991700,214289
65,spotify:track:1IJH7QjV5V99eJBtKXqGXE,Zé Neto & Cristiano,Largado Às Traças - Ao Vivo,Som Livre,1,53,47,968770,234961
66,spotify:track:5mFn4teAi2HMi7kRHliyFL,"Bruno & Marrone, Jorge & Mateus",Surto De Amor - Ao Vivo Em Uberlândia / 2018,Universal Music Ltda.,66,113,4,951945,157202
67,spotify:track:3fLqmaO4vvZpFZSZy52VMp,"Lagum, Ana Gabriela",Deixa (feat. Ana Gabriela),Sony Music Entertainment,28,54,44,927639,176025
68,spotify:track:36UiRg8wGUOFC3E0gdyvFA,"Vitor Kley, Bruno Martini",Morena,Midas Music,46,58,33,906607,164560
69,spotify:track:7E5cJjrgYLHo13pI0hpmWw,Wesley Safadão,Não Atende Não - Ao Vivo,Wesley Safadao,40,55,17,896285,157689
70,spotify:track:26WpOBpHiIMoBuMEIwtOCH,"Pk, PK Delas",Quando a vontade bater (Participação especial de PK Delas),WM Brazil,70,99,4,892578,166400
71,spotify:track:4UANYptjv2kpV6IY7IjXoJ,Marília Mendonça,Bem Pior Que Eu - Ao Vivo,Som Livre,27,57,31,889061,168172
72,spotify:track:5lYKob6hewwt3dcy5kWMfF,"Oriente, Cynthia Luz, Delacruz",Praia do Rosa - Acústico,Sony Music Entertainment,61,90,19,888468,256523
73,spotify:track:4mtHXZBOBMrZSI6jp3X9WJ,Henrique & Diego,Espelho Meu - Ao Vivo,Sony Music Entertainment,46,56,12,885193,161152
74,spotify:track:3wB81eGupHVv9W4mF9IsHh,MC Kevinho,Facilita,WM Brazil,74,141,3,884676,158769
75,spotify:track:3IdXfXbXcbEe3LP9ClIZw8,Yasmin Santos,Pronta pra Trair,Sony Music Entertainment,42,52,7,880641,177144
76,spotify:track:6MWtB6iiXyIwun0YzU6DFP,Post Malone,Wow.,Republic Records,76,114,15,877556,149520
77,spotify:track:0vT797IpZpF5o1XLCnWCUL,"Ferrugem, Bruno Cardoso",É natural (Participação especial de Bruno Cardoso) - Ao vivo,WM Brazil,36,61,35,875270,207093
78,spotify:track:6i9ToXS6CAfjpp8veBklg1,Vitão,Café,Universal Music Ltda.,66,66,5,871596,190434
79,spotify:track:7uU04pPMnKELpv8mIJ3yLa,Gusttavo Lima,Zé da Recaída - Ao Vivo,Sony Music Entertainment,23,62,24,865491,170000
80,spotify:track:3HEb6Y5dv8PgD6JgsIQNac,Zé Neto & Cristiano,Bebida Na Ferida - Ao Vivo,Som Livre,25,63,47,859566,199363
81,spotify:track:6pgoGpBkKUvXrrU95j0khl,Henrique & Juliano,Cidade Vizinha (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",6,69,29,827418,178903
82,spotify:track:0e7ipj03S05BNilyu5bRzt,"Post Malone, 21 Savage",rockstar (feat. 21 Savage),Republic Records,14,164,82,824706,218146
83,spotify:track:2dmGj5Nf01FcR6N4HPzAbL,Yasmin Santos,Saudade Nível Hard,Sony Music Entertainment,7,65,35,824035,181846
84,spotify:track:11DkUDkBt9kaha1QRnuCMU,Diego & Arnaldo,Regras - Ao Vivo,Sony Music Entertainment,27,70,17,822519,184682
85,spotify:track:7dt6x5M1jzdTEt8oCbisTK,Post Malone,Better Now,Republic Records,45,-1,23,814033,231266
86,spotify:track:39aWBx86ZdvXQ9d0fRAXxH,"Mano Walter, Gustavo Mioto",Fingindo Maturidade - Ao Vivo,Som Livre,77,77,4,797509,189002
87,spotify:track:3Vc8vnid3noqupe9PvUKxP,"Orgânico, Lourena, Sant, Léo Casa 1, Rap Box",Dizeres (Undaiá),Casa 1 Records,65,74,11,796789,257644
88,spotify:track:1ekX8JX7LF3AyxI0nyOzvB,"Dilsinho, Luan Santana",Santo Forte (Ao Vivo) (feat. Luan Santana),Sony Music Entertainment,88,109,17,790893,189335
89,spotify:track:6zdrUt0j8guhZfcSF6X2Sb,"POCAH, MC Mirella",Quer mais?,WM Brazil,34,72,22,790417,175061
90,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,"Sam Smith, Normani",Dancing With A Stranger (with Normani),PLG - Capitol,60,123,13,783692,171029
91,spotify:track:4xc6RrWzEOdprPqYn9Cyen,"DENNIS, MC G15",Só Você,Sony Music Entertainment,2,67,37,778970,161444
92,spotify:track:7MPQNyAX02uIEQCRsC4sgc,"Matuê, Predella",Banco,30PRAUM,80,80,12,772950,254734
93,spotify:track:1xg3EbmhAr1cfNOA55pvKH,"Turma do Pagode, Henrique & Diego",Pesquisa no Google (feat. Henrique & Diego) - Ao Vivo,Sony Music Entertainment,71,78,13,772112,163730
94,spotify:track:5q0NlM6Pm8Pp3orq7zGiRn,"Matheus & Kauan, Jorge & Mateus",Quarta Cadeira - Ao Vivo,Universal Music Ltda.,48,59,3,771348,224001
95,spotify:track:5Vw6ZLNB6Ko7VZM6vmNIbr,"Diego & Victor Hugo, Henrique & Juliano",O Alvo (feat. Henrique & Juliano) - Ao Vivo,Sony Music Entertainment,12,75,64,747463,164956
96,spotify:track:74n5d5M21JnC4WJ6gdkggK,Jorge & Mateus,Propaganda - Ao Vivo,Som Livre,2,79,59,741216,141934
97,spotify:track:5rwdmpN5eMWIIwK4R96vv1,Dynho Alves,Malemolência,GR6 Music,89,89,7,735626,135053
98,spotify:track:6FWMkcaZyKS8I60zR6ro7h,MC Kevin o Chris,Dentro do Carro,ADpar,46,88,26,735355,226847
99,spotify:track:2dEkETSUpO8oZoCOcKT1yN,"Marcos & Belutti, Ferrugem",Tonelada de Solidão (feat. Ferrugem) - Ao Vivo,Sony Music Entertainment,99,145,9,733371,198995
100,spotify:track:1fyhyOy6iS9E2NckAzjmTo,Zé Neto & Cristiano,Status Que Eu Não Queria - Ao Vivo,Som Livre,6,86,47,731810,153934
101,spotify:track:4y3OI86AEP6PQoDE6olYhO,Jonas Brothers,Sucker,Jonas Brothers Recording,46,76,6,729687,181040
102,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,Ariana Grande,"thank u, next",Republic Records,7,73,23,726098,207320
103,spotify:track:4lEw9Id7kLDSJ6KRdaenM9,Felipe Araújo,Espaçosa Demais - Ao Vivo,Universal Music Ltda.,39,85,27,713028,179100
104,spotify:track:1ELXy0IfF2iKYwnsUqbYIQ,"Enzo Rabelo, Zé Felipe",Tijolinho por Tijolinho,Worldshow,64,91,26,712140,181051
105,spotify:track:6JqpFboOH2bq9pzaYbkKBn,"Sofía Reyes, Rita Ora, Anitta",R.I.P. (feat. Rita Ora & Anitta),WEA Latina,22,64,4,708184,187200
106,spotify:track:7qQV8fo97AFhrL9HPUeAsk,"Fernando & Sorocaba, Maiara & Maraisa",Zona de Risco (feat. Maiara & Maraisa) - Ao Vivo,Sony Music Entertainment,74,81,18,704099,182850
107,spotify:track:2JVbZEpewmqNlSzmXJTx2E,"Alok, Ina Wroldsen",Favela,Syco Music UK,4,84,34,699342,185104
108,spotify:track:4lvGHfDuzfv9uDTHMrRMiH,Vitor Kley,O Sol,Midas Music,9,93,57,698854,211447
109,spotify:track:3HdvjjrWBBwsEEcWjs3p1m,"Hugo & Guilherme, Henrique & Juliano",Teste da Mãozinha - Ao Vivo,Som Livre,109,-1,3,689836,172472
110,spotify:track:3QkKCTSHnJlUag0GG9F1cN,"Avine Vinny, Matheus & Kauan",Maturidade (feat. Matheus & Kauan),XE Pop Produções Artísticas ltda-ME,69,87,21,684746,194240
111,spotify:track:5cN5ZOVcYBl4Lnq50Zeqsx,"Matheus & Kauan, Gusttavo Lima",Mágica - Live,Universal Music Ltda.,52,96,3,683954,161597
112,spotify:track:5Yzb3sVRYO4kqHhy0iVs1K,"LUDMILLA, Felipe Araújo",Clichê (Participação especial de Felipe Araújo),WM Brazil,61,107,18,672949,190140
113,spotify:track:5JZufG8AcnMvCOeFoMFExv,Gustavo Mioto,Pro Nosso Bem - Ao Vivo,Universal Music Ltda.,66,94,7,671837,194218
114,spotify:track:4u7EnebtmKWzUH433cf5Qv,Queen,Bohemian Rhapsody - Remastered 2011,EMI,48,95,23,670553,354320
115,spotify:track:3Fj47GNK2kUF0uaEDgXLaD,Billie Eilish,wish you were gay,Darkroom/Interscope Records,60,60,4,668329,221543
116,spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,"Dynoro, Gigi D'Agostino",In My Mind,Columbia/B1 Recordings,36,98,36,659009,184560
117,spotify:track:5bQ1HaDRZpOjq2etsPfu3O,"UM44K, Luan Otten",Grupo bom,WM Brazil,52,106,17,655756,179426
118,spotify:track:7fa9MBXhVfQ8P8Df9OEbD8,"Maroon 5, Cardi B",Girls Like You (feat. Cardi B) - Cardi B Version,Interscope Records*,36,108,45,652468,235545
119,spotify:track:69KvEkL28yjwoOtApmB6CL,"MC Hollywood, MC Kevinho",É rave que fala né,WM Brazil,119,125,4,636685,169769
120,spotify:track:5bp0iH4hXKrvwxi64oDGon,"Maiara & Maraisa, Jorge & Mateus",Bebo Litro - Ao Vivo,Som Livre,64,110,13,632178,148330
121,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,Kid Ina Korner / Interscope,38,117,114,631696,204346
122,spotify:track:2Ab1wPTEqulaCGoBak1gUo,"Matheus & Kauan, Anitta",Ao Vivo E A Cores,Universal Music Ltda.,1,68,48,630016,180304
123,spotify:track:7Cpd4UGXnTrloIgZpSs46e,Marília Mendonça,Passa Mal - Ao Vivo,Som Livre,64,102,18,629678,154257
124,spotify:track:2odzriVVZBwYOiYJEj30tm,"Clau, Cortesia Da Casa, Haikaiss",Pouca Pausa,Universal Music Ltda.,8,105,43,627965,279756
125,spotify:track:1qDZnViQgUItsMpWLVwfGb,"ANAVITÓRIA, Matheus & Kauan",Fica,Universal Music Ltda.,20,112,103,625315,184280
126,spotify:track:2PADJK4rhdklqFLQFa5oMX,Atitude 67,Cerveja De Garrafa (Fumaça Que Eu Faço) - Ao Vivo Em São Paulo / 2017,Universal Music Ltda.,15,104,68,621868,210386
127,spotify:track:2PMLdLt5QeOuOgxfAvx1in,"Luan Santana, Jorge & Mateus",Sofazinho - Ao Vivo,Som Livre,6,100,30,620627,187378
128,spotify:track:2srL4DYBekshpbprS6H0mO,"1Kilo, Baviera, Knust, Pablo Martins",Deixe Me Ir (feat. Pablo Martins) - Acústico 1Kilo,1Kilo Records,1,119,99,616186,213191
129,spotify:track:1mXVgsBdtIVeCLJnSnmtdV,Sam Smith,Too Good At Goodbyes,PLG - Capitol,30,-1,45,613577,201000
130,spotify:track:0lCmp1Mws7I9K4a0OAgces,Mano Walter,Juramento do Dedinho,Som Livre,51,124,49,610749,164808
131,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,Atlantic Records UK,1,127,118,609414,233712
132,spotify:track:4Lxv5hGnHOUYBVeDgWgcaP,Zé Neto & Cristiano,Long Neck - Acústico,Som Livre,36,111,13,605764,167500
133,spotify:track:055TcJ0BdCrW7qE8Yq5KRM,Marília Mendonça,Bye Bye - Ao Vivo,Som Livre,38,118,26,604779,166198
134,spotify:track:2U94QDSo9N4e1iXrjo7KAB,Jorge & Mateus,Terra Sem CEP - Ao Vivo,Som Livre,30,126,59,603432,177380
135,spotify:track:1F46LaY3gYpvL2r534FeWs,Gusttavo Lima,Respeita o Nosso Fim - Ao Vivo,Sony Music Entertainment,112,132,24,603102,187183
136,spotify:track:5p7ujcrUXASCNwRaWNHR1C,Halsey,Without Me,Capitol Records,93,121,27,598130,201660
137,spotify:track:2BF6mQdYAkLmeRQmX7YyPy,"Baco Exu do Blues, 1LUM3",Me Desculpa Jay Z,999,27,130,20,591353,212436
138,spotify:track:1EQ8sBQ7Abv9DvNBzhXAcv,"Nando Reis, Ana Cañas",Pra Você Guardei O Amor,Universal Music Ltda.,121,129,33,588091,343813
139,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,"Post Malone, Quavo",Congratulations,Mercury Records/Republic Owned,110,-1,53,584569,220293
140,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,Ariana Grande,"break up with your girlfriend, i'm bored",Republic Records,18,92,9,581207,190440
141,spotify:track:0nkDm27DGppCSk8dnGtvPa,POCAH,Não sou obrigada,WM Brazil,141,-1,1,579628,148340
142,spotify:track:3swc6WTsr7rl9DqQKQA55C,"Post Malone, Ty Dolla $ign",Psycho (feat. Ty Dolla $ign),Republic Records,57,-1,28,577148,221440
143,spotify:track:3QtOsthM0N3gRfD3dkqbl4,"DJ Zullu, Anitta, MC G15",Eu não vou embora,WM Brazil,76,140,16,577127,225586
144,spotify:track:2rbDhOo9Fh61Bbu23T2qCk,Lady Gaga,Always Remember Us This Way,A Star is Born OST,64,131,14,573522,210200
145,spotify:track:51HrDv54pSe1IqynORNXBd,"MC Kevinho, MC Kekel",O Bebê,KondZilla,2,138,31,572230,178099
146,spotify:track:3bR8wBqLky6b61ROJlaBEF,ANAVITÓRIA,"Ai, Amor",Universal Music Ltda.,32,135,36,571316,220566
147,spotify:track:0PaAB17axL9hn88mHiw8g0,"Humberto & Ronaldo, Jerry Smith",Não Fala Não pra Mim,Humberto e Ronaldo,5,115,40,569425,196613
148,spotify:track:5KNi9XFap48ry4puG7rvqv,Ferrugem,Pra você acreditar - Ao vivo,WM Brazil,56,137,53,569238,203894
149,spotify:track:4gDvg62vG96w0qJaF6wzcd,"Diego & Victor Hugo, Zé Neto & Cristiano",A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília,Sony Music Entertainment,109,116,3,564515,182734
150,spotify:track:4uD7ypL7pDmOiMiVX6TCCa,Mc IG,3 Dias Virado,GR6 Music,35,134,60,559747,207157
151,spotify:track:78RKj8Df8tRGFukJglsvCR,Parangolé,Abaixa Que É Tiro - Ao Vivo,Salvador Produções,107,153,6,556157,153756
152,spotify:track:5N5k9nd479b1xpDZ4usjrg,"Calvin Harris, Sam Smith, Jessie Reyez",Promises (with Sam Smith),Columbia,49,-1,20,553174,213309
153,spotify:track:2aRdz1goHRuJ2FkDw3vpVX,Matuê,Anos Luz,30PRAUM,67,147,39,552643,264035
154,spotify:track:1YUWhlQjFv7MQpcbb77zTL,"Pineapple StormTv, Choice, Lord ADL, Tiago Mac, Sant, Maria, Slim Beat, Salve Malak",Poesia Acústica #3: Capricorniana,Pineapple StormTV,77,144,73,550894,430296
155,spotify:track:4fMjqKYYsvtT6Fvca8lGFl,Turma do Pagode,Sua Mãe Vai Me Amar,Turma do Pagode Produções Artísticas ltda.,42,143,39,549114,183758
156,spotify:track:4w8niZpiMy6qz1mntFA5uM,"DJ Snake, Selena Gomez, Ozuna, Cardi B","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake Music Productions Limited, under exclusive license to Geffen Records",30,133,28,548373,212500
157,spotify:track:11KS9tNAAQJW7jTq7W1WcD,Matheus & Kauan,Tem Moda Pra Tudo - Ao Vivo,Universal Music Ltda.,55,103,3,548330,138410
158,spotify:track:37erXXnh4mlWE7mdO6EYOp,Marília Mendonça,Ausência - Ao Vivo | Acústico,Som Livre,38,142,56,548104,149995
159,spotify:track:7tU3GVhGsQFZze6C5vIwQ5,Matheus & Kauan,Consórcio - Ao Vivo,Universal Music Ltda.,81,139,3,544943,193009
160,spotify:track:126x7SdXVva2Dqh2is2CEe,Gusttavo Lima,Carrinho Na Areia - Ao Vivo,Sony Music Entertainment,63,154,24,541623,151033
161,spotify:track:7j5Bbkg5cHDkf0ETPGf2Uh,Fernando & Sorocaba,Cada um na Sua - Ao Vivo,Sony Music Entertainment,30,152,36,538988,221498
162,spotify:track:2lm3Ric7MeBk8hLfsiVokr,"Dilsinho, Sorriso Maroto",Pouco a Pouco (Ao Vivo) (feat. Sorriso Maroto),Sony Music Entertainment,140,149,10,536200,196830
163,spotify:track:40s35Bws3HIO5DLRlrosyL,Luísa Sonza,Pior Que Possa Imaginar,Universal Music Ltda.,64,122,3,534861,136406
164,spotify:track:6nc3d5wRTTzkZo29kZRr5r,"Orochi, Dallass",Balão,Mainstreet Records,164,-1,1,533966,253333
165,spotify:track:3M6QJpWhM9NPcBwxTRKLlH,"George Henrique & Rodrigo, Zé Neto & Cristiano",Compartilhando Mágoa,Universal Music Ltda.,43,151,9,533056,170038
166,spotify:track:1I7WPxkyLpvlYwL2uXEdYD,"Fernanda Salgado, Mano Walter",Baldinho - Ao Vivo,Fernanda Salgado,166,-1,1,529536,178316
167,spotify:track:6TER2h6vsimc7EmnQDY7uR,Matheus & Kauan,Pedacim De Noite - Ao Vivo,Universal Music Ltda.,68,136,3,527356,194471
168,spotify:track:4SSnFejRGlZikf02HLewEF,Billie Eilish,bury a friend,Darkroom/Interscope Records,51,83,8,523732,193143
169,spotify:track:2AuQcbltEHog9kOv9Ms3W3,Gusttavo Lima,Sujeito - Ao Vivo,Sony Music Entertainment,133,166,23,522868,178208
170,spotify:track:6HaTYIUKd8SzdvGOfutBRD,"Delacruz, Maria, Ducon, Luiz Lins, Diomedes Chinaski, BK, Kayuá, Pineapple StormTv",Poesia Acústica #2: Sobre Nós,Pineapple StormTV,91,160,64,521414,471767
171,spotify:track:09Q3su74ehVmR87tA3msB9,Gusttavo Lima,Eu Não Iria - Ao Vivo,Sony Music Entertainment,169,169,10,518703,197766
172,spotify:track:1KFN3kB4hc6r7ILpifFsqf,Anitta,Veneno,WM Brazil,1,168,22,518231,158004
173,spotify:track:3xRicZvi4SnqWUpgfmB3Uy,Lucas Lucco,Briguinha Boba (Pã Pã Rã Pã Pã) - Ao Vivo,Sony Music Entertainment,88,159,24,517286,178728
174,spotify:track:2vRBYKWOyHtFMtiK60qRz7,"ANAVITÓRIA, TIAGO IORC",Trevo (Tu),F/SIMAS,25,161,115,515622,205467
