rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,duration_ms
179,spotify:track:1xg3EbmhAr1cfNOA55pvKH,"Turma do Pagode, Henrique & Diego",Pesquisa no Google (feat. Henrique & Diego) - Ao Vivo,Sony Music Entertainment,66,174,44,617346,163730
180,spotify:track:6cy3ki60hLwimwIje7tALf,"Black Eyed Peas, J Balvin",RITMO (Bad Boys For Life),Epic/We The Best,180,-1,1,613199,221714
181,spotify:track:5lYKob6hewwt3dcy5kWMfF,"Oriente, Cynthia Luz, Delacruz",Praia do Rosa - Acústico,Sony Music Entertainment,61,175,50,612962,256523
182,spotify:track:3QpkDyuXdjxhIyLyKtyC6O,"Filipe Ret, Dallass",Ilusão,Som Livre,182,-1,1,611087,217731
183,spotify:track:371Up3WP7OqJNFPf0BiyUe,Zé Neto & Cristiano,Largado Às Traças - Ao Vivo,Som Livre,1,172,77,610906,234961
184,spotify:track:0XEJ7eph2IWFYZc73Jm3n2,Diego & Victor Hugo,Infarto,Sony Music Entertainment,9,177,53,609906,161403
185,spotify:track:75G8U8YHMcHirBsO0we3zR,"Dj Guuga, MC WM",7 Dias 7 Corpos,GR6 Music,185,194,2,609187,162432
186,spotify:track:2M53M7wYGFjUMlHIXhJoqW,Bruno & Marrone,Show De Recaída - Ao Vivo Em Uberlândia / 2018,Universal Music Ltda.,108,179,6,609058,172511
187,spotify:track:3TvRRQj7qg8GOD612X9hKT,"MC Kevin o Chris, Vitor Canetinha",Namorar Não Dá,ADpar,146,189,19,608523,122462
188,spotify:track:33g4LmRrWddOvMLnynSktj,George Henrique & Rodrigo,Bagunça Minha Vida - Ao Vivo Em Goiânia / 2019,Universal Music Ltda.,17,30,29,604723,145197
189,spotify:track:6RtBJYQuduBYuDmX5ww6rW,"Tribo da Periferia, Duckjay, Marília Mendonça",Conspiração,Kamika-z Produtora,138,182,8,603192,170666
190,spotify:track:0nDnvGagGAQP5vpgCyS5yH,"Orochi, Papatinho",Amor de Fim de Noite,SinTZ,190,-1,1,597601,221142
191,spotify:track:4u7EnebtmKWzUH433cf5Qv,Queen,Bohemian Rhapsody - Remastered 2011,EMI,48,186,53,596944,354320
192,spotify:track:4vUmTMuQqjdnvlZmAH61Qk,"Ed Sheeran, Camila Cabello, Cardi B",South of the Border (feat. Camila Cabello & Cardi B),Atlantic Records UK,81,167,5,596108,204466
193,spotify:track:2ZWCFtbgpxCgb6qR0yHAkh,Mcs Nando and Luanzinho,Garupa 2,GR6 Music,63,193,29,595888,142499
194,spotify:track:3NpRkAnxexTh4TklAZNjag,"Mc Don Juan, Mc Davi, Perera DJ",Bye Bye,GR6 Music,28,183,35,595852,184615
195,spotify:track:3Vc8vnid3noqupe9PvUKxP,"Orgânico, Lourena, Sant, Léo Casa 1, Rap Box",Dizeres (Undaiá),Casa 1 Records,65,198,42,592167,257644
196,spotify:track:6zegtH6XXd2PDPLvy1Y0n2,"Ariana Grande, Miley Cyrus, Lana Del Rey",Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Silver Cloud/Charlie's Angels,12,163,9,586584,190066
197,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Republic Records,56,190,53,585064,157560
198,spotify:track:6vBdBCoOhKHiYDDOcorfNo,"Post Malone, Young Thug",Goodbyes (feat. Young Thug),Republic Records,51,185,19,584344,174960
199,spotify:track:4tGhPwNEdXR7qJNLsvqRqw,Murilo Huff,Idiota Favorito,M Show,199,-1,1,579566,180389
200,spotify:track:0EyxB6uQOUC4ex2tbJuu6m,Breno & Caio Cesar,Deixa Eu Te Chamar de Meu Amor,Som Livre,95,-1,40,579190,157307
