rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
166,"spotify:track:5XeFesFbtLpXzIVDNQP22n","Arctic Monkeys","I Wanna Be Yours","Domino Recording Co",96,161,49,"1202632"
167,"spotify:track:3IMLoeLerS7TMpKjxUgAhx","Henrique & Juliano","Arranhão (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",1,188,106,"1199868"
168,"spotify:track:4DHcnVTT87F0zZhRPYmZ3B","Miley Cyrus","Flowers","Columbia",5,153,31,"1197932"
169,"spotify:track:5UFaor7Wu8nn07wz2v9XPh","Jão","Gameboy","Universal Music Ltda.",169,-1,1,"1196933"
170,"spotify:track:6kNZdlmjH4BQnSUfHeJIuc","Dj GBR, Mc IG, MC Ryan SP, MC Marks, Mc Don Juan, MC PH, Mc Luki, Mc Paiva ZS, MC GP, Makalo","Let's Go 3 (feat. MC Marks, Mc Don Juan, MC PH, Mc Luki, Mc Paiva ZS, MC GP & Makalo)","Sony Music Entertainment",81,171,42,"1192622"
171,"spotify:track:1MgO3fAl4ODVQweg5GR0Lk","Papatinho, Luísa Sonza, DJ Biel do Furduncinho","Posição de Ataque","WM Brazil",104,178,14,"1187063"
172,"spotify:track:2N0SPREDYqILVEFSsWF5N5","V","Love Me Again","BIGHIT MUSIC",172,-1,1,"1185058"
173,"spotify:track:5r9CZJMoMmxio2AnJdxuDS","Grupo Menos É Mais, Di Propósito, Vou Zuar","Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Som Livre",21,179,166,"1183374"
174,"spotify:track:1jHgfC8T5KxUyC5Ldw6lk9","Léo Santana","Zona De Perigo","Universal Music Ltda.",1,156,29,"1179357"
175,"spotify:track:3iqyrDLv03v9AevbIFmjCy","Gustavo Mioto","Melhor Versão - Ao Vivo","Universal Music Ltda.",175,195,3,"1175235"
176,"spotify:track:1ACALdBWViTpLBC14Ecv8E","MC Ryan SP, Mc Daniel, Kotim","Namora Aí","WM Brazil",18,168,36,"1174653"
177,"spotify:track:4NNZZXHgn9F3cCgC1YGmLl","Jorge & Mateus","Todo Seu - Ao Vivo","Som Livre",9,175,67,"1169127"
178,"spotify:track:1TgVaCf8D5mXZrK1d7uIZe","Yuri Redicopa, Dj Bnão","Bebê Tá Solta","Portuga Records & Funk 24por48",46,149,25,"1161722"
179,"spotify:track:5asabafNzfAzjUecDvuNES","Henrique & Juliano","Aquela Pessoa (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",39,187,81,"1161227"
180,"spotify:track:2slHCHYP7ogpGSsCumJT1a","Murilo Huff, Matheus & Kauan","Fulano - Ao Vivo","M Show",53,154,20,"1159283"
181,"spotify:track:2c80HnIOPMmQQVQllQEWb5","Matuê","É Sal","Sony Music Entertainment",10,172,32,"1157694"
182,"spotify:track:2jZrMlMuTk1N3LJS8yQM6q","Ana Castela, PEDRO SAMPAIO","Carinha de Bebê","WM Brazil",50,174,26,"1156585"
183,"spotify:track:04vzhKfl5HtPEgrdZJCZ7L","Mc Paiva ZS, Kotim","Bagulho Louco","Love Funk",27,164,63,"1146192"
184,"spotify:track:4sBAoZMcOumSlKTRGaprhQ","Zé Neto & Cristiano","Me Bloqueia - Ao Vivo","Som Livre",113,176,21,"1144004"
185,"spotify:track:7aOBf2xYbux3bo1fwISo6b","MC Cabelinho, Oruam, Palma","BEM MELHOR","Bairro 13",43,159,15,"1140823"
186,"spotify:track:3Ua0m0YmEjrMi9XErKcNiR","Jimin","Like Crazy","BIGHIT MUSIC",85,-1,20,"1136077"
187,"spotify:track:4kAMyuJBbmJrbr6TLOWbEk","Diego & Victor Hugo, Jorge & Mateus","Beijo de Glicose - Ao Vivo","Sony Music Entertainment",6,185,50,"1129239"
188,"spotify:track:7j5iKo6swq5W6iwF91xbbP","Jão","Maria","Universal Music Ltda.",188,-1,1,"1127715"
189,"spotify:track:66N2SB1lgHPgJXVCjg6GXH","Marília Mendonça","Flor E O Beija-Flor","Som Livre",160,192,3,"1119357"
190,"spotify:track:7gPWDtzn9EAmxyeFgWnINL","Jão","Eu Posso Ser Como Você","Universal Music Ltda.",190,-1,1,"1118554"
191,"spotify:track:3k79jB4aGmMDUQzEwa46Rz","Olivia Rodrigo","vampire","Olivia Rodrigo PS",46,170,7,"1113862"
192,"spotify:track:0FBV7lozkqCSuV2q24n43x","Teto","Minha Vida é um Filme","Sony Music Entertainment",62,155,20,"1112320"
193,"spotify:track:7zKqmAHGY8zm2UA4wT5ant","Veigh, Toledo, Supernova Ent, Bvga Beatz","Perdoa Por Tudo Vida","Supernova Entertainment",77,181,32,"1103963"
194,"spotify:track:74myq4QbO9E8bTtLQuOWYY","Anitta, HITMAKER","Nu","WM Brazil",80,190,17,"1102953"
195,"spotify:track:3C99BfGe301JNp7BqTX5Uu","Felipe e Rodrigo","Média Boa (Ao Vivo)","MK Records",8,186,44,"1100396"
196,"spotify:track:2kBbHpJTc7MWs8F3XhClBD","Matheus Fernandes","Altas Loucurinhas (Uni Duni Tê) - Ao Vivo","Som Livre",20,169,32,"1099758"
197,"spotify:track:76PSvY34ovx8MVJL9wHAXS","KayBlack, Wall Hein","Vivências","Elenko Music",128,183,16,"1090530"
198,"spotify:track:13Rf6RaZT13TW4xLQR3MQr","MC Cabelinho, Bob do Contra, Azzy, Filipe Ret, Dudu, Xamã, Orochi, Maquiny, Pineapple StormTv","Poesia Acústica #6 Era uma Vez","Pineapple StormTV",18,189,218,"1082937"
199,"spotify:track:015fd1R17Z7S1FeU5H2V3I","Jão","Lábia","Universal Music Ltda.",199,-1,1,"1076882"
200,"spotify:track:5ydjxBSUIDn26MFzU3asP4","V","Rainy Days","BIGHIT MUSIC",200,-1,1,"1071101"
