rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,duration_ms
26,spotify:track:0lxGtl0S9wO2LAFchHrEtM,Matheus & Kauan,Imagina A Sentada - Ao Vivo,Universal Music Ltda.,18,29,14,2971970,172639
27,spotify:track:3gK5ckT0cq3t5enyqzzRgV,"PEDRO SAMPAIO, Mc Danflin",GALOPA,WM Brazil,4,22,26,2952221,140500
28,spotify:track:4can6ssapSsRCEbZZfYL8K,"Filipe Ret, Caio Luccas, BIN, BUDAH, Borges, Marina Sena, Teto, Luiz Lins, Pineapple StormTv",Poesia Acústica #12 Pra Sempre,Pineapple StormTV,24,24,3,2935605,472173
29,spotify:track:5jYEiTNR3FQXFouTX7Ju0N,"LUDMILLA, Mariah Angeliq, Topo La Maskara, Mr. Vegas",Socadona,WM Brazil,17,17,11,2903913,186000
30,spotify:track:4fSHADbZbhpZCT9oJpxwbP,"Paulo Pires, Marcynho Sensação, ÉaBest, Mc Danny",Ameaça,Paulo Pires,4,31,22,2756488,188096
31,spotify:track:5yRgMxdDhdYlbUQNCOlW3o,"Mc Don Juan, Tarcísio do Acordeon, DG e Batidão Stronda",Não Vou Te Bloquear - Ao vivo,WM Brazil,17,25,11,2737788,168312
32,spotify:track:5lCAtKxkZL6tFDyGX9t87j,Wesley Safadão,Eu Já Tava Bem - Ao Vivo,Wesley Safadao,19,27,15,2719817,135200
33,spotify:track:7HjZD0NPC1hzFpjUjo45GR,"Mc Poze do Rodo, Filipe Ret, Mainstreet, Ajaxx",Me Sinto Abençoado,Mainstreet Records,33,42,14,2611946,214235
34,spotify:track:35COLcFjvONwVv6jkG23gI,Anitta,Boys Don't Cry,Warner Records,7,32,7,2505718,136011
35,spotify:track:6EDj1nbl9wo6ivGI1t59G4,Jão,Idiota,Universal Music Ltda.,21,33,13,2410437,181626
36,spotify:track:4dwBkgq4a4gEissxTY0YDT,"Tayrone, Marília Mendonça",Cê Tá Preparada - Ao Vivo,Universal Music Ltda.,16,35,35,2397471,213006
37,spotify:track:6Lk3kU7JcQ5dZ7jbmhJzQN,Zé Neto & Cristiano,Melhor Ser uma Saudade,Som Livre,37,40,7,2351757,158716
38,spotify:track:2xebCnKCjYWBhJ4Ai8hO5E,"Mc Davi, Mc Kevin, Mc Don Juan, MC Hariel, MC Marks, MC G15, Mc Phe Cachorrera, Gaab, MC Menor da VG, MC Ryan SP, MC Kapela, Perera DJ, Veiga no Beat",Set dos Casados,GR6 Music,22,36,23,2346993,643200
39,spotify:track:71efUiJwL11CRkI5aMplsi,"Davi Kneip, Mc Frog, Dj Gabriel do Borel",Sentadona (Ai Calica),Davi Kneip,39,54,3,2328955,166222
40,spotify:track:053zWWZDziDJd3U94x8RuP,"Marília Mendonça, Maiara & Maraisa",Todo Mundo Menos Você,Som Livre,2,38,25,2217182,206171
41,spotify:track:7ARoqP7G8UYW8SyYPyPp7k,"Anitta, PEDRO SAMPAIO",NO CHÃO NOVINHA,WM Brazil,11,37,14,2209209,136901
42,spotify:track:4kGdnA7FzSVsXC29LPghej,"Zé Felipe, Marcynho Sensação",Revoada No Colchão,Som Livre,3,39,26,2190119,153448
43,spotify:track:6qdJZIjxrPaJjaGqlXFLSs,Gusttavo Lima,Nota de Repúdio - Ao Vivo,Sony Music Entertainment,4,41,28,2148160,164949
44,spotify:track:0VF2XFdgeID7448iU2Vyg9,"MC Josh, DJ 2w",Novinha Malada do Insta,Funk Explode Records,34,34,9,2114292,107076
45,spotify:track:28m65cMH7QXHzFnZSTtNHY,"Marília Mendonça, Maiara & Maraisa",Não Sei o Que Lá,Som Livre,21,49,24,2020750,169586
46,spotify:track:2342lPAZ9zddhgAQEiLx4V,"Luísa Sonza, Mariah Angeliq",ANACONDA *o* ~~~,Universal Music Ltda.,27,48,14,2016468,183100
47,spotify:track:7pvrsbBKUQI2QmA74WCJa5,Zé Neto & Cristiano,Ela e Ela,Som Livre,3,43,29,1990963,168644
48,spotify:track:2AQJRDfQJbfgmTf5e62Czl,"Matuê, L7NNON",Sem Dó,Sony Music Entertainment,25,45,11,1968680,267130
49,spotify:track:1FGRA5pMtBqJLNAaSBia2x,LUDMILLA,Maldivas,WM Brazil,47,47,7,1829079,164141
50,spotify:track:4BfppnNi6ZQTI8Ezo97zX6,"Chefin, Mainstreet",Deus É o Meu Guia,Mainstreet,50,55,3,1825609,166956
51,spotify:track:7xVSNhAUQhUIpwfR6lTOwA,Marina Sena,Por Supuesto,Marina Sena,10,44,21,1819842,186698
52,spotify:track:6ve9hbVnSgJ0vrsRpj18OH,Gusttavo Lima,Não Me Arranha - Ao Vivo,Sony Music Entertainment,24,52,23,1708909,159750
53,spotify:track:2SDGleyRLDrYZeMsZEK3Vb,Israel & Rodolffo,Dar uma Namorada - Ao Vivo,Som Livre,29,50,17,1692264,129353
54,spotify:track:49GdoM9fiTXVOx1a6JTokJ,Melody,Assalto Perigoso,Melody,33,46,16,1608288,155417
55,spotify:track:4AOOcHnZdU6qyUVtKZUEuF,"Lucas Lucco, Marília Mendonça",Amava Nada - Ao Vivo,LUCAS LUCCO,54,59,6,1564248,185533
56,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),Columbia,8,60,34,1562613,212352
57,spotify:track:17QN5kFprJqHdHLMj7hz4s,Gusttavo Lima,Ficha Limpa - Ao Vivo,Sony Music Entertainment,3,58,40,1561342,194800
58,spotify:track:2IsusePMD32LQKNU7vZiAH,"Dj Tk, Mc Denny",É Só Blusão da Ecko e Boné da Lacoste Vs Putaria,Marcha Nos Progresso,48,51,5,1487460,133680
59,spotify:track:4grGI2vFnknrfmHT1JOVFU,"George Henrique & Rodrigo, Gusttavo Lima",Tesão Da Madrugada - Ao Vivo,World Show Produções,57,61,5,1471709,173375
60,spotify:track:1HhNoOuqm1a5MXYEgAFl8o,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,Kid Ina Korner / Interscope,39,67,20,1468755,173381
61,spotify:track:7aZusA4cWXz3Wv9e9uhavz,Matuê,Quer Voar,Sony Music Entertainment,2,64,32,1440371,187636
62,spotify:track:2gkKA2pRAsMzbiGPo9gxsc,"Clayton & Romário, Jorge & Mateus",Água Nos Zói - Ao Vivo,Virgin Music Label And Artist Services (S&D),35,56,22,1432208,188951
63,spotify:track:0EMAzKGOFxJgG9vHsm7ciF,"JC NO BEAT, MC Teteu, DJ F7",Eu Vou Machucar Só um Pouquinho X Catucando Gostosinho,Tratto Entretenimentos,63,82,5,1412678,173538
64,spotify:track:2jwrYBGz7osKI31v50bS7b,Felipe Amorim,Putariazinha,One Play,9,63,25,1410274,162461
65,spotify:track:2RGIuYTsyyHoOCqW0krvNE,"Avine Vinny, Matheus Fernandes",Coração Cachorro,Sony Music Entertainment,1,62,25,1375471,150802
66,spotify:track:2ebFBmle5uXcdbrCAOvPcZ,Guilherme & Benuto,Vagabundo Chora - Ao Vivo,Sony Music Entertainment,65,65,5,1325950,161845
67,spotify:track:68qqVn5kHBv4zc45SDGLnh,"Filipe Ret, L7NNON, Chris Beats Zn",Corte Americano,Som Livre,60,81,47,1321171,139534
68,spotify:track:2kJRlOyrxsy7Ot3c5TZ8Q6,João Gomes,Meu Pedaço de Pecado,JG Shows,1,75,41,1318310,157175
69,spotify:track:1d7Z2HUkWno2w4452Jaqt6,"Naiara Azevedo, Marília Mendonça",50 por Cento,NA Records,69,98,2,1306358,176549
70,spotify:track:0j8nXyOr5UXWHqy0BBnZ6L,Israel & Rodolffo,Dá Intimidade Pra Ver - Ao Vivo,Som Livre,69,69,8,1302268,143219
71,spotify:track:1iaPDgTbsKrlznVu13EWIf,"MC Cabelinho, Bielzin, Mc Poze do Rodo, Tz da Coronel, Neo Beats",ESSÊNCIA DE CRIA,MC Cabelinho,64,76,12,1299884,192194
72,spotify:track:7rglLriMNBPAyuJOMGwi39,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,EMI,64,73,27,1293790,202735
73,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,30,72,36,1286866,141805
74,spotify:track:1bWBG6IkMnDr3qvCKSvQT7,"Matheus Fernandes, Dilsinho",Baby Me Atende - Ao Vivo,Som Livre,3,53,51,1280059,225671
75,spotify:track:7KPhwNko8V9vYBIN653hSO,"Mc Poze do Rodo, Bielzin, Xamã, MC Cabelinho, Neo Beats, Mainstreet",A Cara do Crime 2 (Cansou de Playboy),Mainstreet Records,44,77,8,1279549,265411
76,spotify:track:4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,Atlantic/Arthouse Records,60,86,17,1264699,168601
77,spotify:track:5rz7ZQkMpQHGDXC62P2Axw,"DJ BRUNIN DA NT, Mc Topre",ESSE É LADRÃO,Duetti,55,71,9,1251986,213980
78,spotify:track:6fe5D0ivKnpXFMAnoSRjah,"Vitor e Luan, Henrique & Juliano",Localiza Aí BB,Vitor & Luan,20,97,57,1244536,145308
79,spotify:track:2ixi9HWJw5lnLDmRMsiCS5,Zé Neto & Cristiano,Você Beberia Ou Não Beberia?,Som Livre,4,74,34,1242929,154662
80,spotify:track:4k7mlEX9Nc3Ei0nFQ4cOE3,Gloria Groove,LEILÃO,SB Music,49,66,16,1242421,188307
81,spotify:track:6jxE4XjFVSKF18kfo7FCl9,"Borges, L3OZIN, Mainstreet",Iphone Branco,Mainstreet,65,80,5,1235761,137142
82,spotify:track:3bk6sZAoYDNCdpIOfGM0pQ,Gloria Groove,A QUEDA,SB Music,11,68,22,1226330,173455
83,spotify:track:0cHflpV8SSGbE0NKaasEfT,"Filipe Ret, Dallass",F* F* M*,Som Livre,57,148,22,1217495,176000
84,spotify:track:6WxpU2F5gwTzwYsAalI6nI,"Marília Mendonça, Maiara & Maraisa",Motel Afrodite,Som Livre,14,87,23,1201733,170866
85,spotify:track:1wdhj1r7aeWVDUl9d18YKu,Matheus & Kauan,Expectativa x Realidade,Universal Music Ltda.,15,70,37,1200360,163324
86,spotify:track:53BkPZwlaLbW77uV9BnJkl,"Mc Poze do Rodo, Mainstreet, Ajaxx, Galdino",Eu Fiz o Jogo Virar,Mainstreet Records,22,91,28,1197756,145573
87,spotify:track:1yecpnQJ3PL2BtOt8Eon6O,"Distrito 23, Jhowzin, Raffé, Chefin, Oruam",INVEJOSO,Distrito 23,57,84,14,1190895,300506
88,spotify:track:48Ll1C6qAnP2UjnopQDh4a,"Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA",Bala Love,Mc Anjim,2,85,30,1186240,221538
89,spotify:track:4OjLi2Ji9UhVsHjqzRGCsM,"Gusttavo Lima, Dendelzinho",Quebrando Protocolo - Ao Vivo,Sony Music Entertainment,45,89,20,1180326,175216
90,spotify:track:4PQdrXMDHDPl1RczrrlADd,Luan Santana,MORENA,Sony Music Entertainment,2,83,39,1158391,193221
91,spotify:track:1TyxXIXVVpHwhKaF73z8nw,Henrique & Juliano,Rasteira (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",46,90,26,1143436,189007
92,spotify:track:452LVnTBjXYW3guqe3xiqI,Zé Neto & Cristiano,Vamo Tomar Uma,Som Livre,38,88,29,1134037,139528
93,spotify:track:0wRn3ggAY1fIupTaVigdza,"Mc Poze do Rodo, Bielzin, Mainstreet, MC Cabelinho, PL Quest, Neo Beats",A Cara do Crime (Nós Incomoda),Mainstreet Records,17,101,42,1123176,302117
94,spotify:track:79Wou8NwYEFzTyDQudjENF,Diego & Victor Hugo,Desbloqueado - Ao Vivo,Sony Music Entertainment,17,92,44,1120139,188671
95,spotify:track:2R9IrE42Mw4zdUXAEFNiZL,"Zé Felipe, Os Barões Da Pisadinha",Senta Danada,Som Livre,14,94,35,1088528,172621
96,spotify:track:0m6XpDgZSyqyCg0HKOCaO8,"Douglas & Vinicius, Zé Neto & Cristiano",Estelionato Afetivo - Ao Vivo,Virgin Music Label And Artist Services (S&D),75,78,23,1088131,172000
97,spotify:track:46HNZY1i7O6jwTA7Slo2PI,"Coldplay, BTS",My Universe,Parlophone UK,57,95,23,1064926,226198
98,spotify:track:1gKXrwKn5ub6wyefqMsnZp,"MC Braz, MC Gabluca, DJ 2w",Joga na Cara,Funk Explode Records,98,107,5,1064786,109846
99,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,99,106,21,1060643,238805
100,spotify:track:2jPACjKR21inTnWeo3eHla,Sidoka,"Louis V, Menina Linda",Sidoka,27,96,26,1059784,215004
101,spotify:track:3V7jLMYvvg4BHi4tmDveNc,"Anitta, Saweetie",Faking Love (feat. Saweetie),Warner Records,40,104,22,1046744,148577
102,spotify:track:0JdkDCdrhMOaeXjIZdeBXN,"MC Levin, DJ Nikolas Alves, DJ Kaioken, DJ Gege",Ela Me Falou Que Quer Rave,Columbia,6,79,20,1044181,235206
103,spotify:track:6JIIejoN31NIn6BJsVS3cu,Hugo & Guilherme,Oi Deus - Ao Vivo,Som Livre,52,100,19,1043279,211016
104,spotify:track:6MvaRZ6JZgJuXz9b1CMB1y,Baco Exu do Blues,20 Ligações,Baco Exu Do Blues,84,103,7,1030280,193600
105,spotify:track:6Lrzxd7ST5oQ6FYKXKH7Ia,"Matheus & Kauan, Zé Vaqueiro",Vagabundo,Universal Music Ltda.,24,111,43,1027038,165380
106,spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Easy On Me,Columbia,20,105,22,1015092,224694
107,spotify:track:67fTDdGkHk1G5IZokS4uML,Murilo Huff,Esse Barulho,M Show,81,99,8,1012427,144401
108,spotify:track:6giaOyDFbE4J8iclhCdW7E,"Azzy, MC Ryan SP, Chris MC, Xamã, Lourena, L7NNON, Cynthia Luz, Mc Poze do Rodo, Salve Malak",Poesia Acústica #11 Nada Mudou,Pineapple StormTV,12,114,39,1008701,600000
109,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,Kemosabe Records/RCA Records,48,123,32,1002864,172626
110,spotify:track:4AAIAVjSyiq1N7SXKkwXZe,Marília Mendonça,Troca de Calçada,Som Livre,7,108,59,999153,203158
111,spotify:track:50gPsfGHy5OnPauA9455DM,"Tarcísio do Acordeon, Marcynho Sensação",Rolê,Sua Música,3,110,34,995425,174937
112,spotify:track:5IgFVuxghOxiIYRnjUsqi1,"MC Reino, DJ Malicia, Mc Babu, MC PR, MC Thaizinha",Tuf Tuf Pof Pof,Mc Reino,112,115,3,991275,162508
113,spotify:track:6wrkP23fHC8KDHCfs8MpJ9,Henrique & Juliano,Chá De Casa Nova (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",67,122,14,991155,176585
114,spotify:track:1QmupixsVNc0osesKXraZC,"Kaio Viana, MC CJ",Formosa,Universal Music Ltda.,55,118,13,989872,185831
115,spotify:track:6m187iACTSAZDYMaV0klqj,"L7NNON, Ajaxx",Freio da Blazer,Papatunes Records,38,117,58,985667,180000
116,spotify:track:5r9CZJMoMmxio2AnJdxuDS,"Grupo Menos É Mais, Di Propósito, Vou Zuar",Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo,Som Livre,21,113,93,979790,521088
117,spotify:track:0w4eRv2fCerS49SgrStS1V,PEDRO SAMPAIO,BAGUNÇA,WM Brazil,63,102,6,955320,128571
118,spotify:track:5onALPPboSh4z6cO24tOvW,"MC Menor da VG, Perera DJ",Canto da Sereia,GR6 Music,118,128,8,947603,151384
119,spotify:track:1d7AtPeraWVsvI4U1YTHt1,Max e Luan,Vestido Coladinho,Max e Luan,30,109,24,938079,144516
120,spotify:track:3ua3rqwBNmeGeQfcKnA3bT,"Doode, Teto, Matuê",Groupies,Sony Music Entertainment,10,126,25,928451,164571
121,spotify:track:36mUWhjTM3GNpncYy7RR6z,"Cleber & Cauan, Matheus & Kauan",Boca Ocupada,Som Livre,116,116,5,928182,165347
122,spotify:track:4GOs8fPjp4M9CBHanTMwsQ,Henrique & Juliano,Seu Perfil (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",67,131,7,925360,183568
123,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,25,135,115,923444,200040
124,spotify:track:13Rf6RaZT13TW4xLQR3MQr,"MC Cabelinho, Bob do Contra, Azzy, Filipe Ret, Dudu, Xamã, Orochi, Maquiny, Pineapple StormTv",Poesia Acústica #6 Era uma Vez,Pineapple StormTV,18,130,144,923185,577819
125,spotify:track:20on25jryn53hWghthWWW3,"ACRAZE, Cherish",Do It To It,Thrive Music,78,119,16,923122,157890
126,spotify:track:2TkyXnE0OB6Yo9zuzv9B4e,"Hungria, MC Ryan SP",Cruzeiro Da Revoada,Hungria Hip Hop,88,136,14,916950,222603
127,spotify:track:76YSWx6L6FNsuaP6GWBb8P,"Labrinth, Zendaya",All For Us,Syco Music,112,112,5,915454,191710
128,spotify:track:0vlAXslkVt1HZ4Rx6JekLY,Henrique & Juliano,Terminei Mal Terminado (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",96,121,4,912187,152182
129,spotify:track:6m84TzSTM5nbwZxIxkYHz6,Jorge & Mateus,Namorando Com Saudade,Som Livre,39,129,39,910058,174081
130,spotify:track:37BZB0z9T8Xu7U3e65qxFy,"The Weeknd, Ariana Grande",Save Your Tears (with Ariana Grande) (Remix),Republic Records,46,154,47,902668,191013
131,spotify:track:1hs2hRwPfyFLoYIf6jY1W7,"Os Barões Da Pisadinha, Maiara & Maraisa",Zero Saudade - Ao Vivo,Sony Music Entertainment,9,127,43,895368,184639
132,spotify:track:3bJ4nTkTXMYpYgM7zoUqPY,"DJ Jeeh FDC, MC Meno Dani, DJ Cyclone",Voltei pra Cachorrada,Pear Music,116,124,9,885495,206811
133,spotify:track:1SOClUWhOi8vHZYMz3GluK,Jaymes Young,Infinity,Atlantic Records,129,138,10,884371,237720
134,spotify:track:5F2xRvRFkxDvqdFtUNAEyw,"João Gomes, Vitor Fernandes",Se For Amor,JG Shows,4,140,38,875716,239928
135,spotify:track:0DsPj89zlY3Us7xb5cXK5h,"DJ Patrick Muniz, Dj Olliver, Mc Topre, Mc Rennan","Trava na Pose, Chama no Zoom, Da um Close",Tratto Entretenimentos,4,120,24,873721,214270
136,spotify:track:4XiFqfUXyTwOChvMLKKi0T,"DG e Batidão Stronda, Felipe Amorim, Mc Danny",Sem Sentimento,GR6 Music,13,159,30,867926,131067
137,spotify:track:3v6gYFuAXQcm1EO5yW7yfX,Tarcísio do Acordeon,Proteção de Tela,Sua Música,76,137,35,864885,216990
138,spotify:track:3J2dWPo6aN0mwJFcg1aW4e,"WC no Beat, Igão, Yunk Vino, Kyan, Marginal Supply",Na Onda do Gin,Sony Music Entertainment,138,139,11,857345,264057
139,spotify:track:6PphjPCInSH37orHuV7ymU,"DENNIS, Luíza & Maurílio",Modo Avião - Ao Vivo,Sony Music Entertainment,72,93,20,852870,160191
140,spotify:track:6Vgn3IEUkWs3d6og029Gtm,Teto,Mustang Preto,Sony Music Entertainment,34,132,23,851818,183000
141,spotify:track:4mBto7hyeS6yHhx8lIkn4l,"PEDRO SAMPAIO, Luísa Sonza",ATENÇÃO,WM Brazil,15,133,44,851282,135111
142,spotify:track:2WL6GQzPuK9Nrpy9XwNEbz,Nirvana,Something In The Way,Geffen,142,-1,1,845340,232203
143,spotify:track:3Wrjm47oTz2sjIgck11l5e,Måneskin,Beggin',RCA Records Label,11,146,39,840120,211560
144,spotify:track:1SC5rEoYDGUK4NfG82494W,Lil Nas X,MONTERO (Call Me By Your Name),Columbia,15,149,51,839615,137704
145,spotify:track:6T6SDJszPbuMCBpSm3aS3G,Japãozin,Carinha de Neném,Sua Música Records,25,134,25,839396,140624
146,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,2,153,119,827998,183290
147,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,27,151,110,827742,173991
148,spotify:track:59CfNbkERJ3NoTXDvoURjj,Dove Cameron,Boyfriend,Disruptor Records/Columbia,145,145,5,826883,153000
149,spotify:track:1ZdhOMWyFR8Iv9eylMGYg2,Labrinth,Mount Everest,Syco Music,142,142,3,826243,157497
150,spotify:track:50nfwKoDiSYg8zOCREWAm5,Ed Sheeran,Shivers,Atlantic Records UK,96,150,26,825314,207853
151,spotify:track:5y4Wpk9ts2RzDwYNIAtJ9J,Gloria Groove,BONEKINHA,SB Music,79,125,32,819506,168887
152,spotify:track:3rmo8F54jFF8OgYsqTxm5d,Ed Sheeran,Bad Habits,Atlantic Records UK,67,155,37,816124,230746
153,spotify:track:7xi4XR5EIOU6OHdIydLMjT,"Murilo Huff, Jorge",Uma Ex - Ao Vivo,M Show,58,162,58,814624,218806
154,spotify:track:6HV630GY0GT3RN2efFRmbP,Jorge & Mateus,Troca,Som Livre,7,160,47,803620,171263
155,spotify:track:2MZQAvsA7aZDssppBLRxYp,Israel & Rodolffo,Batom de Cereja - Ao Vivo,Som Livre,1,152,58,795213,140942
156,spotify:track:7mFj0LlWtEJaEigguaWqYh,"Megan Thee Stallion, Dua Lipa",Sweetest Pie,300 Entertainment,156,-1,1,792973,201334
157,spotify:track:2NOLeQumoVoQlMOKOgOxRY,"Arthur Aguiar, Matheus & Kauan",Casa Revirada,Arthur Aguiar,157,163,2,783389,138069
158,spotify:track:3HquWF2pZmWYu3WAEP9Heb,"Fernando & Sorocaba, Tarcísio do Acordeon",Só Não Divulga,Sony Music Entertainment,6,158,55,776899,160476
159,spotify:track:0I9R4mjZ0VFZAbuSe8tttV,"Gustavo Mioto, Marília Mendonça",Restrição Sentimental,Universal Music Ltda.,80,144,8,772536,182549
160,spotify:track:0NvVVP3Q0oSbfBUZ48vCHs,"MD Chefe, Offlei Sounds, ProdbyFp",Tiffany,Offlei Sounds,39,172,26,771932,152380
161,spotify:track:48m5UXwNTD7cddHC6xRiFk,Henrique & Juliano,De Garrafa A Pior (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",98,175,19,769199,162158
162,spotify:track:36VuUsoIGq395mwQFhhXfY,Zé Vaqueiro,Adivinha Aí,Sony Music Entertainment,113,141,4,768251,156315
163,spotify:track:3tEaSuDA0eWnIF8ari2Xly,"Dom Vittor & Gustavo, Marília Mendonça",Calculista,Virgin Music Label And Artist Services (S&D),76,181,15,761234,158057
164,spotify:track:2fmeSswdyVq4wcqhY41UHk,"Pineapple StormTv, L7NNON, Chris MC, Xamã, Lourena, Cesar Mc, Djonga, Filipe Ret, Salve Malak",Poesia Acústica #9 Melhor Forma,Pineapple StormTV,3,168,72,759772,611076
165,spotify:track:0FqVtQxRD3HsPltldG5v5M,João Gomes,Aquelas Coisas,JG Shows,3,173,40,759694,147072
166,spotify:track:7IG7laqVpcvIIULrwWP5SA,"Mc Poze do Rodo, Neo Beats, Mainstreet",Vida Louca,Mainstreet Records,6,171,50,758591,155675
167,spotify:track:5ERs7pRNNPkYCyIGREK9Va,Zé Neto & Cristiano,Batendo o Dente,Som Livre,167,-1,1,758312,190988
168,spotify:track:6pQKUKBpwr6GhfhcFFFozo,"MC Zaquin, MC Rick",Não Nasceu pra Namorar,Funk Explode Records,5,161,53,755997,140307
169,spotify:track:4nDOZT5fC3sUxP7UgjEd57,"Sorriso Maroto, Zé Vaqueiro, Filtr Music Brasil",Erro do Ficante - Ao Vivo No Casa Filtr,Sony Music Entertainment,77,147,9,754089,165945
