rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
168,"spotify:track:006pMMCuRo2TFjh8sNGSov","Charlie Brown Jr.","Dias De Luta, Dias De Gloria","EMI Brazil",168,-1,3,"809800"
169,"spotify:track:7o2CTH4ctstm8TNelqjb51","Guns N' Roses","Sweet Child O' Mine","Guns N Roses P&D",147,147,4,"808874"
170,"spotify:track:0sPtV4stCHkFJB6GpoaZ1f","Luísa Sonza, LUDMILLA","CAFÉ DA MANHÃ ;P","Universal Music Ltda.",14,149,33,"803774"
171,"spotify:track:3jdvNmhtvtk9bFb3vb6E9s","Selminho DJ, MC Durrony, Funk das galáxias","A Culpa É Tua Você Falou pra Fulana","Funk das Galáxias",152,152,3,"802440"
172,"spotify:track:6sZYCAvTEYjTtQ9Tt5ACbX","Renanzin Pressão","São João Chegou","Immed Solution",86,173,8,"787214"
173,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",25,169,142,"786334"
174,"spotify:track:03RidJEGAEqQGaNaYuz3KH","Vitor e Luan, Henrique & Juliano","Meio Mundo de Coração - Ao Vivo","Vitor e Luan",174,-1,1,"784911"
175,"spotify:track:2QjOHCTQ1Jl3zawyYOpxh6","The Neighbourhood","Sweater Weather","Columbia",165,193,35,"784224"
176,"spotify:track:54ipXppHLA8U4yqpOFTUhr","Imagine Dragons","Bones","Kid Ina Korner / Interscope",174,174,5,"781336"
177,"spotify:track:6I3mqTwhRpn34SLVafSH7G","Justin Bieber","Ghost","RBMG/Def Jam",91,129,6,"777394"
178,"spotify:track:5y4WmuvFX1t3NdSId0MFOh","BLACKPINK","Yeah Yeah Yeah","YG Entertainment/Interscope Records",178,-1,1,"774993"
179,"spotify:track:51kGHvWwCdwbHWAVXnwPSC","Dj Chris No Beat, Luan Pereira","Tapinha","AgroPlay tm.",150,166,3,"774484"
180,"spotify:track:5xtj7eenvqvovEnWIUhMT7","João Gustavo e Murilo, Diego & Victor Hugo","Impedidos - Ao Vivo","WM Brazil",167,167,2,"774209"
181,"spotify:track:053zWWZDziDJd3U94x8RuP","Marília Mendonça, Maiara & Maraisa","Todo Mundo Menos Você","Som Livre",2,197,52,"770946"
182,"spotify:track:7lJoRyuNJtuiqTcKtuMuIR","MC Hariel, Caio Passos","Maçã Verde","GR6 Music",11,190,60,"768591"
183,"spotify:track:3dfgx39R70gnhgTbEUN1AN","Léo & Raphael","Correntinha - Ao Vivo","Léo e Raphael",109,168,6,"768440"
184,"spotify:track:2VATVdFqb7QqxfAcQPvNpc","Israel & Rodolffo","Ex Alcoolizado - Ao Vivo","Som Livre",61,181,25,"767733"
185,"spotify:track:0xzI1KAr0Yd9tv8jlIk3sn","benny blanco, BTS, Snoop Dogg","Bad Decisions (with BTS & Snoop Dogg)","Friends Keep Secrets/Interscope Records",75,194,7,"767384"
186,"spotify:track:0OJ8KWhqLMHkfI59yh398v","L7NNON, DJ Biel do Furduncinho","Sei Que Tu Gosta Muito","Papatunes Records",55,179,25,"766487"
187,"spotify:track:1Hohk6AufHZOrrhMXZppax","Beyoncé","ALIEN SUPERSTAR","Parkwood Entertainment/Columbia",34,160,8,"764894"
188,"spotify:track:3l5VjEAeUTqrlD50iEo8Yn","KayBlack, CVSTRO, Wall Hein, AMUSIK","Licor 43","Elenko Music",188,-1,1,"764839"
189,"spotify:track:0E0OENqh3jaZ4VpDFTOLGj","Mc Delux, DJ ABDO, CLUB DA DZ7","EU BEM QUE TE AVISEI - TU EMPINOU ELE PEI","Club da DZ7",25,183,23,"762667"
190,"spotify:track:6MvaRZ6JZgJuXz9b1CMB1y","Baco Exu do Blues","20 Ligações","Baco Exu Do Blues",84,188,34,"759667"
191,"spotify:track:2fmeSswdyVq4wcqhY41UHk","Pineapple StormTv, L7NNON, Chris MC, Xamã, Lourena, Cesar Mc, Djonga, Filipe Ret, Salve Malak","Poesia Acústica #9 Melhor Forma","Pineapple StormTV",3,-1,90,"758716"
192,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",179,196,3,"756514"
193,"spotify:track:2XymTaHTrQWDEuSyhfZvqF","Matuê","Antes","Sony Music Entertainment",12,177,34,"753512"
194,"spotify:track:42cdiwjkfYVjI8JtAQwsG5","Lauana Prado","Um Sonhador / Não Precisa / Não Aprendi A Dizer Adeus - Ao Vivo","Universal Music Ltda.",126,175,9,"752387"
195,"spotify:track:62ke5zFUJN6RvtXZgVH0F8","Paloma Faith","Only Love Can Hurt Like This","RCA Records Label",173,-1,6,"751215"
196,"spotify:track:7AdGloF1UHKe1vAZPbqIXH","BLACKPINK","The Happiest Girl","YG Entertainment/Interscope Records",196,-1,1,"748389"
197,"spotify:track:1JSTJqkT5qHq8MDJnJbRE1","The Police","Every Breath You Take","Polydor Records",183,-1,9,"741730"
198,"spotify:track:4GOs8fPjp4M9CBHanTMwsQ","Henrique & Juliano","Seu Perfil (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",67,-1,33,"736359"
199,"spotify:track:0HIhSuAe5lq7ywxqlAt5Nl","Bruno & Marrone, Henrique & Juliano","Deixa Ela Em Paz","Worldshow Promoções e Eventos",92,200,13,"736336"
200,"spotify:track:40KZgKCIvRVIoZqv9lNBoP","Jessé Aguiar, Todah Music","Alívio","Todah Music",119,199,54,"735297"
