rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,duration_ms
16,spotify:track:5fY9bVl1Wj4PIM3wnduWop,Marília Mendonça,Serenata - Ao Vivo,Som Livre,16,26,23,2357468,156371
17,spotify:track:2PWjKmjyTZeDpmOUa3a5da,Jorge & Mateus,Cheirosa - Ao Vivo,Som Livre,17,44,2,2331637,181930
18,spotify:track:1owErGXMkNVCgCmCjI1vRL,Gusttavo Lima,Quem Traiu Levou - Ao Vivo,Sony Music Entertainment,16,16,6,2271810,154183
19,spotify:track:7Gk5OrMYaMRtT2JmgJVAfk,"ANAVITÓRIA, Vitor Kley",Pupila,Universal Music Ltda.,16,18,16,2211203,202287
20,spotify:track:4jGzR5Vri06Y5T9SxM7m5P,"Xand Avião, Gusttavo Lima",Algo Mais (Amante) - Ao Vivo,Som Livre,14,25,23,2071716,231680
21,spotify:track:4E6RdcCWMiHTu7zy1VTNDo,Marília Mendonça,Todo Mundo Vai Sofrer - Ao Vivo,Som Livre,1,17,23,2052234,154661
22,spotify:track:6X0XdIcgwfVa9orJnDMQB0,"Pabllo Vittar, Psirico",Parabéns,Sony Music Entertainment,22,-1,1,2038745,136844
23,spotify:track:4lEw9Id7kLDSJ6KRdaenM9,Felipe Araújo,Espaçosa Demais - Ao Vivo,Universal Music Ltda.,13,20,55,2005754,179100
24,spotify:track:1G60NjxeOS7veR1EXuKPaW,Gustavo Mioto,Fake News - Ao Vivo Em São Paulo / 2019,Universal Music Ltda.,24,27,25,1989851,175205
25,spotify:track:2KyXyTrp3kp1Fsg7B1osYD,"Yasmin Santos, Marília Mendonça","Para, Pensa e Volta (feat. Marília Mendonça) - Ao Vivo",Sony Music Entertainment,21,21,17,1985068,174178
26,spotify:track:3RbXsVQr4jeTxvT35Hssq3,Marília Mendonça,Bebi Liguei - Ao Vivo,Som Livre,2,23,45,1981162,159779
27,spotify:track:4mkagJJ8AM1hzeyrgAJc3x,MC Doni,Te Amo Sem Compromisso,Netflix Music,8,19,10,1957678,132923
28,spotify:track:33g4LmRrWddOvMLnynSktj,George Henrique & Rodrigo,Bagunça Minha Vida - Ao Vivo Em Goiânia / 2019,Universal Music Ltda.,17,28,26,1906592,145197
29,spotify:track:51Fjme0JiitpyXKuyQiCDo,"Y2K, bbno$",Lalala,Columbia,9,22,9,1796840,160626
30,spotify:track:2qiqXQ2Suc253bR7k9AKVD,"MC Ysa, MK no Beat, DJ 2F, DJ Anderson França",Baile da Colômbia (Brega Funk) - Remix,STUDIO 22 PRODUÇÕES,24,24,12,1796406,124000
31,spotify:track:2kOmW169C7UV4SZDN9u0YO,"Dj Guuga, Mc Livinho",Vidrado Em Você,GR6 Music,31,31,16,1796291,134769
32,spotify:track:6sRLrSetyIwIKhW1eMlUNP,"Matheus & Kauan, Marília Mendonça",Vou Ter Que Superar - Ao Vivo,Universal Music Ltda.,2,33,31,1776506,189059
33,spotify:track:1xyVMQx51Kab6eLVtE6twx,"Lauana Prado, Maiara & Maraisa",Cobaia,Universal Music Ltda.,6,30,63,1766048,219442
34,spotify:track:159ntSAEWJ9zIMOSXmQ530,Luan Santana,choque térmico - ao vivo,Som Livre,31,34,9,1738633,180001
35,spotify:track:31yFXM26dazFnWI2eoOM5R,"MC G15, Mc Livinho, Perera DJ",Ela Vem,GR6 Music,32,32,18,1738391,196800
36,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,"Shawn Mendes, Camila Cabello",Señorita,Island Records,2,29,18,1733742,190799
37,spotify:track:5pddmkNwatcLOEqDqj7xEp,Gusttavo Lima,Perrengue - Ao Vivo,Sony Music Entertainment,29,37,3,1672168,211483
38,spotify:track:1uryupl9hqVZYurJwH4G9k,Guilherme & Benuto,3 Batidas - Ao Vivo,Sony Music Entertainment,38,62,9,1654668,157186
39,spotify:track:4gDvg62vG96w0qJaF6wzcd,"Diego & Victor Hugo, Zé Neto & Cristiano",A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília,Sony Music Entertainment,17,38,31,1636070,182734
40,spotify:track:3NnW2EqJxvHYrRy3upaznl,"MC Kevin o Chris, POCAH",Resenha lá em casa,WM Brazil,40,47,16,1632665,236852
41,spotify:track:7oEr56KG6odStlQH0nvdyr,Gustavo Mioto,Solteiro Não Trai - Ao Vivo,Gustavo Mioto,8,50,46,1579752,187349
42,spotify:track:0WhDotK0QXigmsrlw0DxKK,"MC Kevin o Chris, Sodré",Evoluiu,ADpar,2,35,27,1528265,179644
43,spotify:track:59WWulo1LM0njpIkcduCMn,Atitude 67,Tão Linda,Universal Music Ltda.,40,40,12,1526215,147843
44,spotify:track:6hrV6KYL9zM8vFAbOSxFHY,Israel & Rodolffo,Também Sei Fazer Falta - Ao Vivo,Som Livre,42,52,14,1524784,156838
45,spotify:track:6i9ToXS6CAfjpp8veBklg1,Vitão,Café,Universal Music Ltda.,38,42,33,1498867,190434
46,spotify:track:6l1PdE7lQbodewVQh16GCM,"Projota, Vitão",Sei Lá,Universal Music Ltda.,29,48,26,1406347,190363
47,spotify:track:5rNNZ6fVYxkhwqUfImVhU1,IZA,Brisa,WM Brazil,39,46,27,1396884,151500
48,spotify:track:2PqPSf3gtTED79rWGwVtYg,Diego & Victor Hugo,Áudio - Ao Vivo em Brasília,Sony Music Entertainment,43,49,15,1378765,190244
49,spotify:track:1AfNdxHdE4OLcnQUyC6j3i,"MC JottaPê, MC Kekel, MC Kevinho",Eterna Sacanagem,KondZilla Records,49,-1,1,1366402,168800
50,spotify:track:5rwdmpN5eMWIIwK4R96vv1,Dynho Alves,Malemolência,GR6 Music,30,43,35,1345032,135053
51,spotify:track:0J6cINt02c8UQqDG7vLShY,Melim,Gelo,Universal Music Ltda.,51,64,9,1338641,149727
52,spotify:track:4eB8rsNNm5791m3uvEBNLR,Zé Neto & Cristiano,Estado Decadente - Acústico,Som Livre,10,54,41,1338428,173830
53,spotify:track:3eekarcy7kvN4yt5ZFzltW,Travis Scott,HIGHEST IN THE ROOM,Cactus Jack/Epic,44,45,3,1334389,175720
54,spotify:track:3tA0vALUwrzkTgHcm9j6oJ,Zé Neto & Cristiano,Notificação Preferida - Ao Vivo,Som Livre,2,55,71,1282151,182340
55,spotify:track:3L2uyIJoJPjYkSETVNSPBQ,Maiara & Maraisa,Não Abro Mão - Ao Vivo,Som Livre,13,61,38,1272284,180629
56,spotify:track:1nqaSoiLuqevDes4S18sO7,Gusttavo Lima,Milu,Gusttavo Lima,8,41,17,1261326,224997
57,spotify:track:6V43u5SCjkfMpxMAXRPifr,"MC JottaPê, MC M10, DJ RD",Sentou e Gostou,KondZilla,3,80,14,1230815,163253
58,spotify:track:23GNCotvXa7WPvgYuruJjE,"MC WM, POCAH, Jerry Smith",Para não,WM Brazil,57,57,10,1223799,164800
59,spotify:track:141xCZ6pvh4ymCsQkOFX80,Pixote,Nem de Graça / Saudade Arregaça - Ao Vivo,GR Shows,56,56,8,1208415,342622
60,spotify:track:3tU3UAasaDA9OixXGC3O33,"Mano Walter, Gustavo Mioto",Fingindo Maturidade - Ao Vivo,Som Livre,19,67,32,1180737,189002
61,spotify:track:5U28PY9MekLyCBYtLHGQpe,Melim,Meu Abrigo,Universal Music Ltda.,3,65,74,1175648,231474
62,spotify:track:1zI3RU0boCVsAXChjCvESu,Ferrugem,Até que enfim - Ao vivo,WM Brazil,51,58,14,1173213,224181
63,spotify:track:17rF54WvGGqPVxDheq8PP8,"WIU, Matuê",Mantém,Sony Music Entertainment,63,82,2,1153015,195692
64,spotify:track:6hqQPoB1yYKcLfByfxO8he,"Wesley Safadão, Zé Neto & Cristiano",Na Cama Que Eu Paguei - Ao Vivo,Wesley Safadao,16,92,5,1150319,208154
65,spotify:track:0HocIafyaS4C7rDGTJXYnj,"Luísa Sonza, Vitão",Bomba Relógio,Universal Music Ltda.,65,69,5,1143075,210837
66,spotify:track:2lm3Ric7MeBk8hLfsiVokr,"Dilsinho, Sorriso Maroto",Pouco a Pouco (Ao Vivo) (feat. Sorriso Maroto),Sony Music Entertainment,66,134,38,1132374,196830
67,spotify:track:72N0CRIAqjETbhghrkCUW2,"Murilo Huff, Marília Mendonça",Dois Enganados,M Show,49,77,21,1131405,172751
68,spotify:track:3tu0GkIZwwkmILoD4HemBq,Raí Saia Rodada,Bebe e Vem Me Procurar,Som Livre,41,68,19,1120903,154291
69,spotify:track:2H8ETIUEoN9YMf56X66bxd,"Anitta, LUDMILLA, Snoop Dogg, Papatinho",Onda diferente (feat. Papatinho),WM Brazil,4,63,29,1116366,160900
70,spotify:track:3vSXPjfcebTt5mB8DXHWM6,Wesley Safadão,Dois Lados,Wesley Safadao,54,74,11,1112339,147187
71,spotify:track:1HfMVBKM75vxSfsQ5VefZ5,Selena Gomez,Lose You To Love Me,Interscope Records,71,-1,1,1111307,206458
72,spotify:track:6Diq6oBnDVzsrNcRllXRbM,"Mc Leozin, Mc Frog, A2M PRODUTORA",Maldita de Ex,A2M Produtora,69,71,10,1106648,164257
73,spotify:track:5MMrkwK6AgNAsgHVdC7daZ,Dilsinho,Péssimo Negócio (Ao Vivo),Sony Music Entertainment,18,36,51,1103901,201377
74,spotify:track:49pu85144Xir6PgWjeyJhG,Guilherme & Benuto,Flor Que Se Cheira - Ao Vivo,Sony Music Entertainment,39,60,24,1099364,161374
75,spotify:track:5cN5ZOVcYBl4Lnq50Zeqsx,"Matheus & Kauan, Gusttavo Lima",Mágica - Live,Universal Music Ltda.,42,78,31,1087755,161597
76,spotify:track:5MArTXEVyKBwoodjdy04fk,"Zé Felipe, Gusttavo Lima",Tiro Certo - Ao Vivo,Som Livre,76,91,19,1083415,179064
77,spotify:track:2x8TNY9KwNvD19gVGs4WOP,MC Kevin o Chris,Ela É do Tipo,ADpar,1,70,32,1074539,204930
78,spotify:track:2MOq63fxuFLYQM3CsDcFs1,GIULIA BE,menina solta,WM Brazil,78,139,3,1067923,150026
79,spotify:track:2YpeDb67231RjR0MgVLzsG,"Lil Nas X, Billy Ray Cyrus",Old Town Road (feat. Billy Ray Cyrus) - Remix,Columbia,11,66,28,1064748,157066
80,spotify:track:34D0w6kVzuQ35vyHIFrWTC,"Pk, LUDMILLA",Do jeito que tu gosta,WM Brazil,48,59,10,1062352,143245
81,spotify:track:1oQppEGTHYN53xfEaTz4ua,PEDRO SAMPAIO,VAI MENINA,WM Brazil,30,72,32,1042541,122435
82,spotify:track:2FGhB10Gon36GgFcOTMQEW,"MC Hariel, Negra Li, Ducon, Kevin o Chris, Chris MC, Matuê, Vitão, Salve Malak, Dk 47, Pineapple StormTv",Poesia Acústica #7 Céu Azul,Pineapple StormTV,24,73,16,1035392,572038
83,spotify:track:1qCLx3nX25NuhfPjM5E1qV,Melim,Ouvi Dizer,Universal Music Ltda.,13,84,66,1034879,210889
84,spotify:track:2plLJpUcYPFrl1sW2pMG63,Harry Styles,Lights Up,Columbia,51,51,2,1026806,172226
85,spotify:track:0hVXuCcriWRGvwMV1r5Yn9,"Ed Sheeran & Justin Bieber, Justin Bieber",I Don't Care (with Justin Bieber),Atlantic Records UK,5,81,24,1025751,219946
86,spotify:track:4H9vyrlKZpzd1FW3oupnzD,MC Kevinho,Credo que delícia,WM Brazil,50,79,9,1012282,123287
87,spotify:track:13Rf6RaZT13TW4xLQR3MQr,"MC Cabelinho, Bob do Contra, Azzy, Filipe Ret, Dudu, Xamã, Orochi, Maquiny, Pineapple StormTv",Poesia Acústica #6 Era uma Vez,Pineapple StormTV,18,85,43,1009596,577819
88,spotify:track:2bbFhnxYjeb9jYEX2MDKLQ,MC Kevinho,Uma nora pra cada dia,WM Brazil,5,39,17,1007522,131200
89,spotify:track:64ePZsgVWO1zRVpHxY2VYC,"Avine Vinny, Matheus & Kauan",Maturidade (feat. Matheus & Kauan),Sony Music Entertainment,69,98,49,1005515,193525
90,spotify:track:1xg3EbmhAr1cfNOA55pvKH,"Turma do Pagode, Henrique & Diego",Pesquisa no Google (feat. Henrique & Diego) - Ao Vivo,Sony Music Entertainment,66,75,41,1001947,163730
91,spotify:track:7D5F5BzIon5zhzQrOU2pdN,Marília Mendonça,Ciumeira - Ao Vivo,Som Livre,1,76,61,1000781,190083
92,spotify:track:0rUL7vUZmCKxB0gS83W3aM,"Marília Mendonça, Léo Santana, Didá Banda Feminina",Apaixonadinha - Ao Vivo,Som Livre,54,89,23,984633,180921
93,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),93,118,6,976268,209754
94,spotify:track:21jGcNKet2qwijlDFuPiPb,Post Malone,Circles,Republic Records,42,93,8,968607,215280
95,spotify:track:7sl95MXCpM8WWsaH1BqvR3,"Diego & Victor Hugo, Marília Mendonça",Do Copo Eu Vim (feat. Marília Mendonça) - Ao Vivo em Brasília,Sony Music Entertainment,42,88,33,967154,144071
96,spotify:track:01wavOnjFBNgdMWBFYIAP4,"Sorriso Maroto, Dilsinho",50 Vezes - Ao Vivo,Sony Music Entertainment,44,53,22,965538,184107
97,spotify:track:1DFD5Fotzgn6yYXkYsKiGs,"MEDUZA, Goodboys",Piece Of Your Heart,Intercord,61,86,22,960525,152913
98,spotify:track:3CgZi8DMUftJHK6WL2gKc1,Hungria,Um Pedido,Hungria Hip Hop,25,87,20,957618,211985
99,spotify:track:5aayWOEE7u7bxZ3r7dwIrX,IZA,Meu talismã,WM Brazil,94,99,5,944887,165176
100,spotify:track:4CPhkF6SboNZoZfjgaEYME,"Costa Gold, Haikaiss",Irmão DQbrada!,Som Livre,68,104,8,943456,360559
101,spotify:track:0abrd2vT2W3JZBDNezUY7r,Thiaguinho,Deixa Tudo Como Tá - Ao Vivo,Som Livre,101,-1,1,942127,217784
102,spotify:track:41GMwa6sCB3iA2aS5T30iE,Boyzinho o Rei da Bregadeira,Trip do Boyzinho,Boyzinho,68,94,13,930352,169903
103,spotify:track:2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy,Darkroom/Interscope Records,30,96,30,926424,194087
104,spotify:track:3fLqmaO4vvZpFZSZy52VMp,"Lagum, Ana Gabriela",Deixa (feat. Ana Gabriela),Sony Music Entertainment,28,97,72,926352,176025
105,spotify:track:6YjyT6MEMsMc41NNWk2dYg,"Marília Mendonça, Maiara & Maraisa",Bebaça - Ao Vivo,Som Livre,6,100,35,915264,175202
106,spotify:track:3N6isgIE6SAFbRfRIbQ3sd,"MC Kevin o Chris, Dj Juninho 22",Morena Cor do Pecado,ADpar,106,114,3,913302,133877
107,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,Vertigo Berlin,107,112,7,901882,182160
108,spotify:track:5EKHbW7mXcAR4hCyS3YXjb,"Felipe Araújo, Ferrugem",Atrasadinha - Live,Universal Music Ltda.,1,95,57,900839,172766
109,spotify:track:6pgoGpBkKUvXrrU95j0khl,Henrique & Juliano,Cidade Vizinha (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",6,107,57,900415,178903
110,spotify:track:450ngaSmjQMdJFVzCADNQB,"DJ Dollynho Da Lapa, OIK",Surtada - Versão Funk,Medellin Records,110,-1,1,894006,123000
111,spotify:track:3mNmUjoDHYDYj08IaRPtg0,"Lucas Lucco, Wesley Safadão",Posto 24h (feat. Wesley Safadão) - Ao Vivo,Sony Music Entertainment,12,103,53,891891,153374
112,spotify:track:4Lxv5hGnHOUYBVeDgWgcaP,Zé Neto & Cristiano,Long Neck - Acústico,Som Livre,36,105,41,888509,167500
113,spotify:track:4pnlRYoaaGu24SuC3et5Pv,"Yasmin Santos, Wesley Safadão",Saudade em Gotas (feat. Wesley Safadão) - Ao Vivo,Sony Music Entertainment,82,106,10,870544,190949
114,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,Kid Ina Korner / Interscope,38,101,142,869707,204346
115,spotify:track:1DdEU9f7uXklMx6Dm0Mdwq,"Orochi, Kizzy",Acende o Isqueiro,Orochi,115,117,4,844399,207529
116,spotify:track:0EZuXcsnjEmGuRYdFdcctX,Marília Mendonça,Sem Sal - Ao Vivo,Som Livre,20,109,52,836834,162750
117,spotify:track:5nCthAh3jt4xKuLJAifAaR,Katy Perry,Harleys In Hawaii,Capitol Records,117,-1,1,836184,185815
118,spotify:track:704li4NOyKCQY6qNdoEW5n,Lauana Prado,Melhor Saída - Ao Vivo,Universal Music Ltda.,53,120,25,821111,164778
119,spotify:track:4a5GPCo8oX4vvaRkciKlih,Marília Mendonça,Obrigado por Estragar Tudo - Ao Vivo,Som Livre,59,115,29,820449,176666
120,spotify:track:5eMmT4Ava5BGThju0AD8vQ,Gusttavo Lima,Cem Mil - Ao Vivo,Sony Music Entertainment,1,108,52,820442,203739
121,spotify:track:4iANxSIDT3kGekiquMSAgT,"Vitão, Luccas Carlos",Embrasa,Universal Music Ltda.,106,116,33,810056,243020
122,spotify:track:65i9Mc7h1CG7ssI1OhMPcT,Dilsinho,Onze e Pouquinho,Sony Music Entertainment,122,-1,1,806733,180687
123,spotify:track:5GHA824FwkHeBl5u1T6kLj,Hugo & Guilherme,Namorada Reserva - Ao Vivo,Som Livre,123,124,13,801336,176575
124,spotify:track:6lK3nCiigk34SGqEjpQoqO,Maiara & Maraisa,Aí Eu Bebo - Ao Vivo,Som Livre,124,-1,1,795048,173891
125,spotify:track:4xwPOyN9VgaTPehdsLiYul,Melim,Dois Corações,Universal Music Ltda.,101,125,28,794685,182993
126,spotify:track:0h1mVA8gOPR71lxSeY67uT,PEDRO SAMPAIO,FICA À VONTADE,WM Brazil,102,110,10,794233,140000
127,spotify:track:1qy7aOHnfnOMJoT1fhoLYG,"Marília Mendonça, Gaab",Intenção - Ao Vivo,Som Livre,62,129,10,787060,202767
128,spotify:track:0wryAFpQqHTvhteQx7ZNp2,"Vitão, Mc Davi",Edredom,Universal Music Ltda.,89,123,17,778966,172700
129,spotify:track:0nkDm27DGppCSk8dnGtvPa,POCAH,Não sou obrigada,WM Brazil,16,119,29,777410,148340
130,spotify:track:0H8CBal2Dcu5Yc001VotZN,IZA,Dona de mim,WM Brazil,26,126,56,769707,208941
131,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,7 rings,Republic Records,9,122,40,769525,178626
132,spotify:track:3NkJNL3WqO1Lqc3uNDxvCN,"Ariana Grande, Miley Cyrus, Lana Del Rey",Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Silver Cloud/Charlie's Angels,12,113,6,766216,190106
133,spotify:track:1OUPXna2MCgAt3VNmXJBtg,"Tropkillaz, J Balvin, Anitta, ZAAC",Bola Rebola,Universal Music Ltda.,1,111,35,759412,193440
134,spotify:track:6iW38RGqdDGOofmz2HeXLW,"MEDUZA, Alok, Goodboys",Piece Of Your Heart - Alok Remix,Intercord,108,130,18,757158,166451
135,spotify:track:2fvxmRWpeqZN8xatpB66pC,João Gustavo e Murilo,Casa mais feliz da rua - Ao vivo,WM Brazil,124,133,7,757060,165750
136,spotify:track:6b2RcmUt1g9N9mQ3CbjX2Y,Sam Smith,How Do You Sleep?,PLG - Capitol,37,128,14,754461,202204
137,spotify:track:4mtHXZBOBMrZSI6jp3X9WJ,Henrique & Diego,Espelho Meu - Ao Vivo,Sony Music Entertainment,46,131,40,752091,161152
138,spotify:track:1lTsRXDMWFbsFjQGkbL5TX,"A Banca Records, Lourena, Azzy, Black, Mazin",Outro Dia,A Banca Records,46,83,16,750625,232524
139,spotify:track:4UANYptjv2kpV6IY7IjXoJ,Marília Mendonça,Bem Pior Que Eu - Ao Vivo,Som Livre,27,127,59,749023,168172
140,spotify:track:78kar2tZk7655xZMibzXO3,Lagum,Oi,Sony Music Entertainment,82,90,14,747405,175973
141,spotify:track:0IQCOAw9ZAI6WnXIrl481F,"Mc Livinho, Rennan da Penha",Hoje Eu Vou Parar Na Gaiola,GR6 Music,5,121,50,731832,177093
142,spotify:track:1FIaoiLn0E5ilfE5T0P9xx,"Mano Walter, Claudia Leitte",Então Vem Cá - Ao Vivo,Som Livre,43,137,42,728289,177280
143,spotify:track:1YAtg8jo5fR3Q01eO2jPTl,"Mc Bola, Mc Magal, Djay W",Positividade,GR6 Music,141,141,2,726486,190244
144,spotify:track:2VxeLyX666F8uXCJ0dZF8B,"Lady Gaga, Bradley Cooper",Shallow,A Star is Born OST,3,132,56,726127,215733
145,spotify:track:2M53M7wYGFjUMlHIXhJoqW,Bruno & Marrone,Show De Recaída - Ao Vivo Em Uberlândia / 2018,Universal Music Ltda.,108,-1,3,722914,172511
146,spotify:track:3umEJoDv6XsoBKlmi7eGRg,"Cleber & Cauan, Jorge",Pedaço Meu - Ao Vivo,Som Livre,146,-1,3,718433,195716
147,spotify:track:2b8fOow8UzyDFAE27YhOZM,Maroon 5,Memories,Interscope Records*,147,149,2,707823,189486
148,spotify:track:2dpaYNEQHiRxtZbfNsse99,"Marshmello, Bastille",Happier,Joytime Collective,43,140,62,697999,214289
149,spotify:track:6vBdBCoOhKHiYDDOcorfNo,"Post Malone, Young Thug",Goodbyes (feat. Young Thug),Republic Records,51,143,16,684063,174960
150,spotify:track:2SgVsDXzET5EU8VngMh9dv,MC WM,Senta braba,WM Brazil,23,136,25,676542,149615
151,spotify:track:61vDGoB9k3ximR5YNzjmBc,"Neo Beats, Calibre 2.1, OIK, vb",Surtada,Neo Records,151,161,7,668075,163246
152,spotify:track:7FiIQXpIeLo3ITfGGpb8PB,"MC Kevin o Chris, FP do Trem Bala",Vamos pra Gaiola,ADPAR Produções,2,135,41,665333,161600
153,spotify:track:2Xr33epIjw1fbwOhrng4Pd,Yasmin Santos,Sofro Onde Eu Quiser,Sony Music Entertainment,92,162,24,664357,155661
154,spotify:track:2dEkETSUpO8oZoCOcKT1yN,"Marcos & Belutti, Ferrugem",Tonelada de Solidão (feat. Ferrugem) - Ao Vivo,Sony Music Entertainment,38,151,37,659444,198995
155,spotify:track:0XEJ7eph2IWFYZc73Jm3n2,Diego & Victor Hugo,Infarto,Sony Music Entertainment,9,142,50,659084,161403
156,spotify:track:6moU77g9RQyMzHNuKEaQKq,Ali Gatie,It's You,Warner Records,156,185,6,658693,212606
157,spotify:track:5n8Y78Pl5q8lqS7sJP61qw,Diego & Arnaldo,Relógio Parado (Ao Vivo),Sony Music Entertainment,157,-1,1,654350,180736
158,spotify:track:2vHshN6rsDYqoiZlMhfRpo,"Orochi, Dallass",Balão,Orochi Records,85,164,28,654149,253333
159,spotify:track:4YbZBChhX5SkLhNJcvvhuD,"Pk, Belo",Indomável (Participação especial de Belo),WM Brazil,159,159,4,650384,213664
160,spotify:track:4oRI9c4EmcKo9kbgVM8zWP,Maiara & Maraisa,Nem Tchum - Ao Vivo,Som Livre,118,157,15,646598,202474
161,spotify:track:7LzouaWGFCy4tkXDOOnEyM,Camila Cabello,Liar,Syco Music/Epic,84,158,7,641155,207038
162,spotify:track:11DkUDkBt9kaha1QRnuCMU,Diego & Arnaldo,Regras - Ao Vivo,Sony Music Entertainment,27,166,45,639379,184682
163,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Republic Records,56,150,50,635315,157560
164,spotify:track:1qDZnViQgUItsMpWLVwfGb,"ANAVITÓRIA, Matheus & Kauan",Fica,Universal Music Ltda.,20,167,131,634410,184280
165,spotify:track:4NLfKIsRhP1cve1kcrYg40,Gusttavo Lima,Online,Gusttavo Lima,135,163,15,632130,164053
166,spotify:track:7aiClxsDWFRQ0Kzk5KI5ku,blackbear,hot girl bummer,Alamo,166,178,2,631197,185093
167,spotify:track:3bR8wBqLky6b61ROJlaBEF,ANAVITÓRIA,"Ai, Amor",Universal Music Ltda.,32,170,64,631043,220566
168,spotify:track:70eFcWOvlMObDhURTqT4Fv,"Ed Sheeran, Khalid",Beautiful People (feat. Khalid),Atlantic Records UK,53,153,17,627532,197866
169,spotify:track:76gCEZkHTzU8lY3aY6mFRM,Lucas Lucco,Sumiu do Mapa - Ao Vivo,Sony Music Entertainment,169,-1,1,626600,147669
170,spotify:track:4u7EnebtmKWzUH433cf5Qv,Queen,Bohemian Rhapsody - Remastered 2011,EMI,48,154,50,624476,354320
171,spotify:track:371Up3WP7OqJNFPf0BiyUe,Zé Neto & Cristiano,Largado Às Traças - Ao Vivo,Som Livre,1,144,74,621932,234961
172,spotify:track:0BNGeZfk8vEB5uXM6z8MBy,Marília Mendonça,Abandono de Incapaz - Ao Vivo,Som Livre,80,-1,8,621065,159498
173,spotify:track:6RtBJYQuduBYuDmX5ww6rW,"Tribo da Periferia, Duckjay, Marília Mendonça",Conspiração,Kamika-z Produtora,138,168,5,619112,170666
174,spotify:track:6MhQepBa5fq6GAeOKBlUd2,Vitor Kley,O Sol,Midas Music,9,155,85,618905,211447
175,spotify:track:1EQ8sBQ7Abv9DvNBzhXAcv,"Nando Reis, Ana Cañas",Pra Você Guardei O Amor,Universal Music Ltda.,121,156,61,617816,343813
176,spotify:track:5lYKob6hewwt3dcy5kWMfF,"Oriente, Cynthia Luz, Delacruz",Praia do Rosa - Acústico,Sony Music Entertainment,61,165,47,616817,256523
177,spotify:track:0UavwCicOnQwMuh67yaxM3,Jonas Esticado,Vem Me Amar,Som Livre,49,-1,6,613781,155717
