rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,duration_ms
1,spotify:track:5Nj2UVsxXAvhfYNpcre3al,"Dj Caio Vieira, MC Meno K, Mc Rodrigo do CN",FAMOSINHA,BR MUSIC DIREITOS MUSICAIS LTDA.,1,3,5,7308990,133384
2,spotify:track:6Emsu0BaMpG0ilZCRT8KHZ,Diego & Victor Hugo,Tubarões - Ao Vivo,Sony Music Entertainment,1,1,18,7126169,162580
3,spotify:track:7EknynLJTt9YMm1HL37s5D,"Grupo Menos É Mais, Simone Mendes",P do Pecado - Ao Vivo,Som Livre,1,2,7,6652717,192367
4,spotify:track:2ejSYn4SfoE07mXPlnYVED,"Rafa e Junior, Hugo & Guilherme, DJ Ari SL",Ama Um Maloqueiro,WM Brazil,4,5,4,5853328,162580
5,spotify:track:1jxQFCC0ukN7AaUwXWK0N8,"DJ Biel Divulga, DJ Dozabri, Mc Lekão",Tipo Nino Vs Kabrinha,Mandela Music,5,19,2,5423773,201230
6,spotify:track:17tg01y3RhlfRKMnd333yL,Danilo e Davi,Apaga Apaga Apaga - Ao Vivo,Som Livre,1,4,32,5394481,178882
7,spotify:track:5aMgTcyBPH90hWHhbNKTwR,Diego & Victor Hugo,Entregador de Flor - Ao Vivo em Brasília,Sony Music Entertainment,4,6,40,4810788,190276
8,spotify:track:40WZQRA3T6WZFIgskIAAz7,Simone Mendes,Saudade Proibida - Ao Vivo,Universal Music Ltda.,1,18,11,4485809,160634
9,spotify:track:0IBCX7PC9NcfFLuyoHxTNt,Zé Neto & Cristiano,Escondendo o Ouro - Ao Vivo,Som Livre,9,10,4,4309790,171207
10,spotify:track:4y93vvzu2h8MITw7YyUTcI,Henrique & Juliano,Última Saudade (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",1,8,38,4213493,150449
11,spotify:track:6Kyl2nFgU0J8WBlbBvDv6g,Grupo Menos É Mais,Coração Partido (Corazón Partío) - Ao Vivo,Som Livre,1,11,42,4132938,195794
12,spotify:track:3R8dmcSyROSR73XsdeSd7g,Clayton & Romário,Opa Cadê Eu - Ao Vivo,WM Brazil,4,7,19,4126906,154925
13,spotify:track:2QUl20UtEsH85livMYnbQr,"Murilo Huff, Zé Neto & Cristiano",Veneno - Ao Vivo,M Show,5,13,14,3885640,178131
14,spotify:track:3cUWviu7umxTV5SfK8IkfI,"J. Eskine, DG e Batidão Stronda, Mc Davi, MC G15",Mãe Solteira,FORTAL MUSIC,1,12,16,3831066,144103
